"","ID","Drug","MOSE","M378","SpecificToMOSE","SpecificToM378"
"968","C6510","Ciprofloxacin hydrochloride hydrate",1.05904059,0.872156013,"Not Specific","Not Specific"
"969","C6511","D-Pantethine",1.015228426,1.09135004,"Not Specific","Not Specific"
"970","C6517","Maltitol",0.806885897,1.062247373,"Not Specific","Not Specific"
"971","C6522","Sorbic acid",0.805120282,1.008892482,"Not Specific","Not Specific"
"972","C6523","β-Cyclodextrin",0.926947694,0.96200485,"Not Specific","Not Specific"
"973","C6524","Laurocapram",0.967556831,1.02829426,"Not Specific","Not Specific"
"974","C6529","2,2-Dihydroxyacetic acid",0.813948356,1.102667745,"Not Specific","Not Specific"
"975","C6544","1,4-Dioxane-2,5-diol",0.955197528,0.887631366,"Not Specific","Not Specific"
"976","C6547","(2S,3R,4S,5R)-2-Amino-3,4,5,6-tetrahydroxyhexanal hydrochloride",0.951666299,0.803556993,"Not Specific","Not Specific"
"977","C6557","Caryophyllene oxide",0.852791878,0.858528698,"Not Specific","Not Specific"
"978","C6559","Sodium 2-hydroxybutanoate",0.896932245,0.855295069,"Not Specific","Not Specific"
"979","C6561","3-Hydroxyflavone",0.937541382,0.936135812,"Not Specific","Not Specific"
"980","C6563","α-santonin",1.041712646,1.147938561,"Not Specific","Not Specific"
"981","C6567","9-Aminoacridine",0.628558817,0.894098626,"Not Specific","Not Specific"
"982","C6571","Nicotinuric acid",0.914588391,1.144704931,"Not Specific","Not Specific"
"983","C6577","Dithranol",0.979916133,1.080032336,"Not Specific","Not Specific"
"984","C6580","Acetosyringone",0.900463474,1.070331447,"Not Specific","Not Specific"
"985","C6584","2-Amino-1-phenylethanol",0.787464136,1.081649151,"Not Specific","Not Specific"
"986","C6588","Purine",0.794526595,1.15763945,"Not Specific","Not Specific"
"987","C6589","Tetracycline",0.801589053,1.02829426,"Not Specific","Not Specific"
"988","C6592","Xanthoxyline",0.746854999,1.128536783,"Specific","Not Specific"
"989","C6603","3-Phenoxybenzoic acid",0.985212977,1.036378335,"Not Specific","Not Specific"
"990","C6606","(S)-(-)-Phenylethanol",0.888104171,1.168957154,"Not Specific","Not Specific"
"991","C6611","2,4-Dihydroxypyrimidine-5-carboxylic Acid",0.988744207,1.09458367,"Not Specific","Not Specific"
"992","C6612","H-D-cis-Hyp-OH",0.863385566,1.165723525,"Not Specific","Not Specific"
"993","C6632","Cyclen",0.769807989,0.77283751,"Not Specific","Not Specific"
"994","C6636","2,2':5',2''-Terthiophene",0.900463474,0.950687146,"Not Specific","Not Specific"
"995","C6637","1-beta-D-Arabinofuranosyluracil",0.902229089,1.09135004,"Not Specific","Not Specific"
"996","C6649","Sinapinic acid",0.870448025,1.09458367,"Not Specific","Not Specific"
"997","C6653","(2-Aminoethyl)phosphonic acid",0.847495034,1.135004042,"Not Specific","Not Specific"
"998","C6660","Sophoricoside",0.958728757,0.945836702,"Not Specific","Not Specific"
"999","C6665","Higenamine hydrochloride",0.891635401,1.044462409,"Not Specific","Not Specific"
"1000","C6680","Tryptophol",0.881041713,1.023443816,"Not Specific","Not Specific"
"1001","C6681","7-Methoxy-4-methylcoumarin",0.873979254,1.042845594,"Not Specific","Not Specific"
"1002","C6682","N-Methylnicotinamide",0.851026264,1.007275667,"Not Specific","Not Specific"
"1003","C6685","Succinylsulfathiazole",0.881041713,1.130153597,"Not Specific","Not Specific"
"1004","C6696","1-Undecanol",0.838666961,0.83589329,"Not Specific","Not Specific"
"1005","C6703","Dehydrocholic acid",0.900463474,0.96200485,"Not Specific","Not Specific"
"1006","C6709","Anethole trithione",0.939306996,0.89894907,"Not Specific","Not Specific"
"1007","C6712","Hydroquinidine",0.843963805,0.992724333,"Not Specific","Not Specific"
"1008","C6713","Pazufloxacin mesylate",0.902229089,0.940986257,"Not Specific","Not Specific"
"1009","C6714","1-Methyl-6-oxo-1,6-dihydropyridine-3-carboxylic acid",0.905760318,0.981406629,"Not Specific","Not Specific"
"1010","C6723","Theophylline-7-acetic acid",0.836901346,0.984640259,"Not Specific","Not Specific"
"1011","C6726","Citraconic acid",0.852791878,0.96847211,"Not Specific","Not Specific"
"1012","C6728","1H-pyrazole",0.923416464,1.03152789,"Not Specific","Not Specific"
"1013","C6733","3-Methyl-2-buten-1-ol",1.080556169,0.986257074,"Not Specific","Not Specific"
"1014","C6736","Nicotinamide N-oxide",0.882807327,1.068714632,"Not Specific","Not Specific"
"1015","C6750","DEET",0.903994703,0.816491512,"Not Specific","Not Specific"
"1016","C6752","Triacetonamine",0.941072611,0.936135812,"Not Specific","Not Specific"
"1017","C6759","Batyl alcohol",0.923416464,0.900565885,"Not Specific","Not Specific"
"1018","C6765","4-Aminoantipyrine",0.981681748,0.83912692,"Not Specific","Not Specific"
"1019","C6766","Ethylvanillin",0.972853675,0.934518998,"Not Specific","Not Specific"
"1020","C6768","Gallic acid trimethyl ether",0.870448025,1.015359741,"Not Specific","Not Specific"
"1021","C6769","Bronopol",0.835135732,0.929668553,"Not Specific","Not Specific"
"1022","C6773","Danthron",0.939306996,0.89894907,"Not Specific","Not Specific"
"1023","C6776","DL-Panthenol",0.889869786,1.070331447,"Not Specific","Not Specific"
"1024","C6778","1-Naphthyl acetate",0.964025601,0.821341956,"Not Specific","Not Specific"
"1025","C6781","Oxaceprol",0.925182079,0.973322555,"Not Specific","Not Specific"
"1026","C6785","Flavanone",0.953431913,0.7065481,"Not Specific","Not Specific"
"1027","C6789","Citiolone",0.870448025,0.924818108,"Not Specific","Not Specific"
"1028","C6790","Methionine",0.889869786,0.955537591,"Not Specific","Not Specific"
"1029","C6791","Acetylcholine iodide",0.810417126,0.973322555,"Not Specific","Not Specific"
"1030","C6797","Isovanillin",0.822776429,0.939369442,"Not Specific","Not Specific"
"1031","C6847","4-Chlorosalicylic acid",0.990509821,0.973322555,"Not Specific","Not Specific"
"1032","C6854","6-Chloropurine",0.941072611,1.004042037,"Not Specific","Not Specific"
"1033","C6855","Ac-Ala-OH",0.912822776,0.721099434,"Not Specific","Not Specific"
"1034","C6858","Maleimide",0.97108806,1.03476152,"Not Specific","Not Specific"
"1035","C6861","Syringaldehyde",0.951666299,1.016976556,"Not Specific","Not Specific"
"1036","C6862","o-Veratraldehyde",0.826307658,1.059013743,"Not Specific","Not Specific"
"1037","C6864","Veratric acid",0.843963805,1.007275667,"Not Specific","Not Specific"
"1038","C6865","6-Methylcoumarin",0.888104171,1.029911075,"Not Specific","Not Specific"
"1039","C6879","Tiglic acid",0.974619289,1.039611964,"Not Specific","Not Specific"
"1040","C6880","Vanillyl alcohol",0.91811962,1.03152789,"Not Specific","Not Specific"
"1041","C6881","Acetylvanillin",0.907525932,1.088116411,"Not Specific","Not Specific"
"1042","C6884","2',4'-Dihydroxyacetophenone",1.013462812,0.795472918,"Not Specific","Not Specific"
"1043","C6885","Deoxycholic acid sodium salt",0.863385566,0.76960388,"Not Specific","Not Specific"
"1044","C6901","6-Benzylaminopurine",0.342529243,0.565885206,"Specific","Not Specific"
"1045","C6905","2-Phenylacetamide",0.972853675,0.97170574,"Not Specific","Not Specific"
"1046","C6908","3-Amino-4-hydroxybenzoic acid",0.985212977,0.932902183,"Not Specific","Not Specific"
"1047","C6926","2,2'-Cyclouridine",0.962259987,0.858528698,"Not Specific","Not Specific"
"1048","C6931","ATP",1.0240565,1.042845594,"Not Specific","Not Specific"
"1049","C6934","Robenidine hydrochloride",1.110571618,0.848827809,"Not Specific","Not Specific"
"1050","C6941","Ketoisophorone",0.941072611,0.942603072,"Not Specific","Not Specific"
"1051","C6943","Cedrol",1.031118958,0.96847211,"Not Specific","Not Specific"
"1052","C6944","Carboxine",0.909291547,1.044462409,"Not Specific","Not Specific"
"1053","C6949","Sulfabenzamide",0.973113617,1.017909286,"Not Specific","Not Specific"
"1054","C6952","Menadiol Diacetate",1.028620989,0.945688145,"Not Specific","Not Specific"
"1055","C6962","Lawsone",0.992194276,0.764453961,"Not Specific","Not Specific"
"1056","C6963","Thiamine nitrate",1.051170859,0.98384271,"Not Specific","Not Specific"
"1057","C6968","10-Undecenoic acid",0.907198612,0.919797547,"Not Specific","Not Specific"
"1058","C6969","Acetophenone",0.843018213,0.948413471,"Not Specific","Not Specific"
"1059","C6976","Sparteine",0.907198612,1.001557329,"Not Specific","Not Specific"
"1060","C6978","Corey Lactone Diol",0.912402428,0.914346895,"Not Specific","Not Specific"
"1061","C6979","Imidazole-4(5)-acetic Acid Hydrochloride",0.823937554,0.972941405,"Not Specific","Not Specific"
"1062","C6980","4-Quinolinecarboxylic acid",1.021682567,0.956589449,"Not Specific","Not Specific"
"1063","C6982","Inosine 5'-monophosphate disodium salt",0.889852559,0.982480047,"Not Specific","Not Specific"
"1064","C6983","Citicoline",1.158716392,0.951138797,"Not Specific","Not Specific"
"1065","C6986","Nootkatone",1.028620989,0.892544287,"Not Specific","Not Specific"
"1066","C6987","Hydroferulic acid",1.03555941,0.975666732,"Not Specific","Not Specific"
"1067","C6988","cis,cis-Muconic acid",1.004336513,1.077866459,"Not Specific","Not Specific"
"1068","C6989","6-(Dimethylamino)purine",1.047701648,0.937512167,"Not Specific","Not Specific"
"1069","C6990","Azetidine-2-carboxylic acid",0.971379011,1.068327818,"Not Specific","Not Specific"
"1070","C6993","4-Hydroxy-3-methylbenzoic acid",0.934952298,1.145999611,"Not Specific","Not Specific"
"1071","C7002","1,3-Dimethyluracil",0.860364267,1.151450263,"Not Specific","Not Specific"
"1072","C7006","Sulfaquinoxaline sodium",0.884648742,1.196418143,"Not Specific","Not Specific"
"1073","C7007","D-3-Phenyllactic acid",0.808326106,1.278177925,"Not Specific","Not Specific"
"1074","C7008","Pyrrole-2-carboxylic acid",1.00954033,1.013821296,"Not Specific","Not Specific"
"1075","C7009","Afalanine",1.129228101,0.972941405,"Not Specific","Not Specific"
"1076","C7013","Isocytosine",0.914137034,1.002919992,"Not Specific","Not Specific"
"1077","C7015","Enoxacin Sesquihydrate",0.955767563,1.021997275,"Not Specific","Not Specific"
"1078","C7023","Cyclohexaneacetic acid",0.98699046,1.203231458,"Not Specific","Not Specific"
"1079","C7025","Fosfructose trisodium",0.948829141,1.046525209,"Not Specific","Not Specific"
"1080","C7026","Perillartine",0.907198612,1.24002336,"Not Specific","Not Specific"
"1081","C7027","10-Hydroxydecanoic acid",0.860364267,1.242748686,"Not Specific","Not Specific"
"1082","C7028","2'-Deoxyadenosine monohydrate",0.834345186,1.436246837,"Not Specific","Not Specific"
"1083","C7029","Disodium 5'-inosinate",0.796183868,1.297255207,"Not Specific","Not Specific"
"1084","C7031","5-Methylcytosine",0.888117953,1.244111349,"Not Specific","Not Specific"
"1085","C7032","H-Trp-NH2.HCl",0.844752819,0.930698851,"Not Specific","Not Specific"
"1086","C7033","L-Homoarginine hydrochloride",1.167389419,1.069690481,"Not Specific","Not Specific"
"1087","C7036","3,5-Dimethoxyphenol",0.966175195,1.0874051,"Not Specific","Not Specific"
"1088","C7037","Anthraquinone-2-carboxylic acid",0.960971379,1.136460969,"Not Specific","Not Specific"
"1089","C7038","Nicotinamide Riboside Chloride (NIAGEN)",0.969644406,1.233210045,"Not Specific","Not Specific"
"1090","C7039","3-Hydroxypicolinic acid",0.940156114,1.098306405,"Not Specific","Not Specific"
"1091","C7041","Ectoine",0.888117953,1.334047109,"Not Specific","Not Specific"
"1092","C7042","trans-4-Hydroxycyclohexanecarboxylic acid",0.843018213,1.203231458,"Not Specific","Not Specific"
"1093","C7043","H-Tyr(3-I)-OH",0.855160451,1.324508468,"Not Specific","Not Specific"
"1094","C7044","6-Methoxy-2-naphthoic acid",0.837814397,1.192330154,"Not Specific","Not Specific"
"1095","C7052","Glycyl-L-valine",0.867302689,1.241386023,"Not Specific","Not Specific"
"1096","C7053","2-Aminobenzenesulfonamide",0.860364267,1.080591785,"Not Specific","Not Specific"
"1097","C7054","Hydroquinine",1.134431917,1.092855752,"Not Specific","Not Specific"
"1098","C7055","8-Aminooctanoic acid",0.938421509,1.165076893,"Not Specific","Not Specific"
"1099","C7058","AOA hemihydrochloride",1.028620989,1.045162546,"Not Specific","Not Specific"
"1100","C7059","Olivetol",0.914137034,1.286353903,"Not Specific","Not Specific"
"1101","C7060","Chelidonic acid",0.903729402,0.93887483,"Not Specific","Not Specific"
"1102","C7063","2,6-Dihydroxyanthraquinone",0.926279271,1.216858088,"Not Specific","Not Specific"
"1103","C7065","4-Butylresorcinol",0.863833478,1.190967491,"Not Specific","Not Specific"
"1104","C7066","S-Methyl-L-cysteine",0.888117953,1.280903251,"Not Specific","Not Specific"
"1105","C7070","Isohomovanillic acid",0.879444926,1.334047109,"Not Specific","Not Specific"
"1106","C7072","6-Hydroxy-4-methylcoumarin",0.855160451,1.201868795,"Not Specific","Not Specific"
"1107","C7078","Aklomide",0.837814397,0.904808254,"Not Specific","Not Specific"
"1108","C7079","Oxaloacetic acid",1.181266262,1.058789177,"Not Specific","Not Specific"
"1109","C7083","DL-Methionine",1.000867303,1.098306405,"Not Specific","Not Specific"
"1110","C7084","Sodium erythorbate",0.98699046,1.039711894,"Not Specific","Not Specific"
"1111","C7087","2-Aminobenzenesulfonic acid",0.912402428,1.20868211,"Not Specific","Not Specific"
"1112","C7089","4'-Hydroxypropiophenone",0.973113617,0.848939069,"Not Specific","Not Specific"
"1113","C7093","Choline bitartrate",0.818733738,1.173252871,"Not Specific","Not Specific"
"1114","C7097","(1S)-(-)-α-Pinene",0.938421509,1.061514503,"Not Specific","Not Specific"
"1115","C7098","Isoeugenol",0.901994796,1.016546623,"Not Specific","Not Specific"
"1116","C7101","L-Glutamic acid monosodium salt",0.882914137,1.091493089,"Not Specific","Not Specific"
"1117","C7106","Herniarin",0.933217693,1.068327818,"Not Specific","Not Specific"
"1118","C7108","N-Methylhydantoin",0.80312229,1.01518396,"Not Specific","Not Specific"
"1119","C7111","β-Alanine methyl ester hydrochloride",1.028620989,0.985205373,"Not Specific","Not Specific"
"1120","C7113","3-Methylpyrazole",0.955767563,1.107845046,"Not Specific","Not Specific"
"1121","C7114","2-Benzoxazolinone",1.028620989,1.02881059,"Not Specific","Not Specific"
"1122","C7115","Benzoyleneurea",0.89679098,1.197780806,"Not Specific","Not Specific"
"1123","C7116","2-Aminoethanethiol",0.924544666,0.854389722,"Not Specific","Not Specific"
"1124","C7118","2-Hydroxybenzyl alcohol",0.922810061,1.141911622,"Not Specific","Not Specific"
"1125","C7119","D-Phenylalanine",0.954032958,0.933424178,"Not Specific","Not Specific"
"1126","C7120","3,4-Dimethoxycinnamic acid",0.940156114,1.103757057,"Not Specific","Not Specific"
"1127","C7121","2-Acetylpyrazine",0.912402428,1.079229122,"Not Specific","Not Specific"
"1128","C7123","Penicillin V potassium salt",0.870771899,1.158263578,"Not Specific","Not Specific"
"1129","C7124","Benzylpenicillin potassium",0.900260191,0.911621569,"Not Specific","Not Specific"
"1130","C7126","4-Ethylphenol",1.172593235,0.858477711,"Not Specific","Not Specific"
"1131","C7129","D-Ribose",1.091066782,0.947050808,"Not Specific","Not Specific"
"1132","C7130","4-Pentenoic acid",1.00954033,0.731750049,"Not Specific","Not Specific"
"1133","C7131","2-Phenylpropionic acid",0.947094536,0.95250146,"Not Specific","Not Specific"
"1134","C7132","2',5'-Dihydroxyacetophenone",1.094535993,0.746739342,"Not Specific","Not Specific"
"1135","C7133","Raspberry ketone",1.011274935,1.038349231,"Not Specific","Not Specific"
"1136","C7134","Veratraldehyde",1.021682567,0.820323146,"Not Specific","Not Specific"
"1137","C7135","Tropinone",1.101474415,1.016546623,"Not Specific","Not Specific"
"1138","C7137","(S)-(+)-Carvone",1.016478751,1.116021024,"Not Specific","Not Specific"
"1139","C7138","1,4-Diaminobutane dihydrochloride",0.849956635,1.054701187,"Not Specific","Not Specific"
"1140","C7139","4-Methylcatechol",0.954032958,0.767179288,"Not Specific","Not Specific"
"1141","C7141","1-Naphthaleneacetic acid",0.972524214,1.047227926,"Not Specific","Not Specific"
"1142","C7143","2,3,4-Trihydroxybenzoic acid",0.885550504,0.981519507,"Not Specific","Not Specific"
"1143","C7145","2-Methylsuccinic acid",0.940897411,1.000684463,"Not Specific","Not Specific"
"1144","C7147","Veratryl alcohol",0.925084009,1.023956194,"Not Specific","Not Specific"
"1145","C7148","Uridine 5'-monophosphate disodium salt",0.914014627,0.969199179,"Not Specific","Not Specific"
"1146","C7149","Nicotinic acid N-oxide",0.885550504,0.963723477,"Not Specific","Not Specific"
"1147","C7152","Gastrodenol",0.961454833,0.940451745,"Not Specific","Not Specific"
"1148","C7153","L-Xylose",0.809646175,0.919917864,"Not Specific","Not Specific"
"1149","C7154","cis-3-Hexen-1-ol",0.814390196,0.963723477,"Not Specific","Not Specific"
"1150","C7158","(S)-2-Hydroxy-3-phenylpropanoic acid",0.944060091,0.907597536,"Not Specific","Not Specific"
"1151","C7161","DL-Arginine",0.956710812,0.976043806,"Not Specific","Not Specific"
"1152","C7163","Indole-3-acetamide",1.068985966,1.058179329,"Not Specific","Not Specific"
"1153","C7164","5-Methoxysalicylic acid",1.222375964,0.914442163,"Not Specific","Not Specific"
"1154","C7165","(-)-Fenchone",0.942478751,0.981519507,"Not Specific","Not Specific"
"1155","C7166","3-Indoleacetonitrile",1.016801739,0.948665298,"Not Specific","Not Specific"
"1156","C7167","Dimethyl trisulfide",1.059497924,1.023956194,"Not Specific","Not Specific"
"1157","C7168","2,6-Dimethoxybenzoic acid",1.113263491,0.928131417,"Not Specific","Not Specific"
"1158","C7171","1,3,5-Trimethylpyrazole",0.928246689,1.100616016,"Not Specific","Not Specific"
"1159","C7172","Allyl methyl sulfide",0.997825657,1.002053388,"Not Specific","Not Specific"
"1160","C7173","3,3-Dimethylglutaric acid",1.027871121,1.081451061,"Not Specific","Not Specific"
"1161","C7174","3-Furoic acid",0.967780194,1.097878166,"Not Specific","Not Specific"
"1162","C7178","Sodium ferulic",0.999406997,1.134839151,"Not Specific","Not Specific"
"1163","C7184","3-Hydroxycinnamic acid",1.083218027,0.976043806,"Not Specific","Not Specific"
"1164","C7187","Forchlorfenuron (KT-30, CPPU)",1.231864005,0.915811088,"Not Specific","Not Specific"
"1165","C7189","Coumarin-3-carboxylic Acid",1.026289781,0.966461328,"Not Specific","Not Specific"
"1166","C7191","Cholic acid sodium",1.046847203,0.944558522,"Not Specific","Not Specific"
"1167","C7192","Kojic acid",1.02470844,1.02532512,"Not Specific","Not Specific"
"1168","C7194","2-Methoxycinnamic acid",1.040521842,0.945927447,"Not Specific","Not Specific"
"1169","C7196","Chelidamic acid",0.974105554,1.052703628,"Not Specific","Not Specific"
"1170","C7197","3-(Methylthio)propionic acid",0.958292153,1.018480493,"Not Specific","Not Specific"
"1171","M1030","2-Hydroxy-3-methylbutanoic acid",1.062660605,1.044490075,"Not Specific","Not Specific"
"1172","M1037","Creatine",0.983593596,1.07871321,"Not Specific","Not Specific"
"1173","M1041","N-Methylsarcosine",1.050009883,1.091033539,"Not Specific","Not Specific"
"1174","M1045","3-Indoleacetic acid",1.065823285,0.951403149,"Not Specific","Not Specific"
"1175","M1047","3-Indolepropionic acid",1.053172564,0.914442163,"Not Specific","Not Specific"
"1176","M1051","L-Lysine",0.901363906,0.929500342,"Not Specific","Not Specific"
"1177","M1059","Pipecolic acid",1.072148646,0.8678987,"Not Specific","Not Specific"
"1178","M1068","Histidine metabolism",0.887131844,0.90349076,"Not Specific","Not Specific"
"1179","M1078","beta-Alanine metabolism",1.01996442,0.943189596,"Not Specific","Not Specific"
"1180","M1087","3-(3-Hydroxyphenyl)propionic Acid",0.993081637,1.00752909,"Not Specific","Not Specific"
"1181","M1088","Tyrosine metabolism",0.969361534,0.958247775,"Not Specific","Not Specific"
"1182","M1091","Glycine, serine and threonine metabolism",1.100612769,1.000684463,"Not Specific","Not Specific"
"1183","M1093","Glutaric acid",0.899782566,1.092402464,"Not Specific","Not Specific"
"1184","M1094","Glutathione oxidized",0.986756276,1.070499658,"Not Specific","Not Specific"
"1185","M1103","N-Acetyl-L-glutamic acid",1.043684523,0.90349076,"Not Specific","Not Specific"
"1186","M1104","Aceglutamide",1.078474007,0.907597536,"Not Specific","Not Specific"
"1187","M1111","N-Acetyl-L-tyrosine",0.906107926,0.930869268,"Not Specific","Not Specific"
"1188","M1116","2-(2-Phenylacetamido)acetic acid",0.947222771,0.977412731,"Not Specific","Not Specific"
"1189","M1118","Phenylalanine & tyrosine metabolism",1.148052975,0.986995209,"Not Specific","Not Specific"
"1190","M1123","Spermidine",1.136983594,0.954140999,"Not Specific","Not Specific"
"1191","M1132","Indole-3-carboxylic acid",0.918758648,1.028062971,"Not Specific","Not Specific"
"1192","M1133","Indole-2-carboxylic acid",0.983593596,0.976043806,"Not Specific","Not Specific"
"1193","M1138","Indole",0.901363906,1.047227926,"Not Specific","Not Specific"
"1194","M1145","glycochenodeoxycholate",0.996244317,1.052703628,"Not Specific","Not Specific"
"1195","M1149","taurochenodeoxycholate",1.029452461,1.071868583,"Not Specific","Not Specific"
"1196","M1153","glycoursodeoxycholate",0.993081637,0.861054073,"Not Specific","Not Specific"
"1197","M1162","1,2-propanediol",1.132239573,0.896646133,"Not Specific","Not Specific"
"1198","M1166","scyllo-inositol",0.967780194,0.919917864,"Not Specific","Not Specific"
"1199","M1172","3-methylxanthine",0.966198854,0.944558522,"Not Specific","Not Specific"
"1200","M1180","xanthine",1.02154576,0.955509925,"Not Specific","Not Specific"
"1201","M1183","hydroxyphenylacetate",0.997825657,0.933607118,"Not Specific","Not Specific"
"1202","M1184","gentisate",0.996244317,0.93908282,"Not Specific","Not Specific"
"1203","M1190","4-hydroxyphenylacetate",0.961454833,1.028062971,"Not Specific","Not Specific"
"1204","M1191","hippurate",0.860249061,1.006160164,"Not Specific","Not Specific"
"1205","M1199","galactose",0.920339988,1.07871321,"Not Specific","Not Specific"
"1206","M1200","glucuronate",1.068985966,1.032169747,"Not Specific","Not Specific"
"1207","M1201","lactose",1.097450089,0.918548939,"Not Specific","Not Specific"
"1208","M1202","sucrose",1.186005139,0.884325804,"Not Specific","Not Specific"
"1209","M1211","glycerate",1.005732358,0.967830253,"Not Specific","Not Specific"
"1210","M1212","glycerol",0.999406997,0.993839836,"Not Specific","Not Specific"
"1211","M1214","mannose",0.988337616,0.997946612,"Not Specific","Not Specific"
"1212","M1226","cis-aconitate",0.864993082,0.997946612,"Not Specific","Not Specific"
"1213","M1237","homocitrulline",1.005732358,0.99247091,"Not Specific","Not Specific"
"1214","M1240","N6-acetyllysine (H-Lys(Ac)-OH)",0.874481123,1.091033539,"Not Specific","Not Specific"
"1215","M1242","N-acetylornithine",1.043684523,1.073237509,"Not Specific","Not Specific"
"1216","M1276","adipate",0.961454833,1.073237509,"Not Specific","Not Specific"
"1217","M1277","alpha-ketoglutarate",0.963036173,1.036276523,"Not Specific","Not Specific"
"1218","M1278","fumarate",1.091124728,0.918548939,"Not Specific","Not Specific"
"1219","M1279","maleate",1.083218027,0.936344969,"Not Specific","Not Specific"
"1220","M1280","oxalate",1.010476379,0.930869268,"Not Specific","Not Specific"
"1221","M1282","3-methyladipate",0.974105554,0.940451745,"Not Specific","Not Specific"
"1222","M1283","pimelate",0.904526586,0.976043806,"Not Specific","Not Specific"
"1223","M1295","2-hydroxyoctanoate",0.942478751,0.862422998,"Not Specific","Not Specific"
"1224","M1297","3-hydroxybutyrate (BHBA)",0.902945246,0.977412731,"Not Specific","Not Specific"
"1225","M1299","alpha-hydroxyisocaproate",0.920339988,0.991101985,"Not Specific","Not Specific"
"1226","M1301","azelate (nonanedioate)",0.958292153,0.947296372,"Not Specific","Not Specific"
"1227","M1302","beta-hydroxyisovalerate",0.956710812,0.8678987,"Not Specific","Not Specific"
"1228","M1303","caprate (10:0)",1.012057719,1.077344285,"Not Specific","Not Specific"
"1229","M1308","dodecanedioate",1.178726242,0.179455225,"Not Specific","Specific"
"1230","M1311","hexadecanedioate",1.353784595,0.65942674,"Not Specific","Specific"
"1231","M1312","isovalerate",1.337445815,0.746305857,"Not Specific","Specific"
"1232","M1314","malate",1.265088363,0.655153997,"Not Specific","Specific"
"1233","M1324","pelargonate (9:0)",1.076025342,0.840306213,"Not Specific","Not Specific"
"1234","M1325","sebacate (decanedioate)",1.199733244,0.8816094,"Not Specific","Not Specific"
"1235","M1327","suberate (octanedioate)",1.24408136,0.891579135,"Not Specific","Not Specific"
"1236","M1328","tetradecanedioate",1.097032344,0.975609756,"Not Specific","Not Specific"
"1237","M1329","undecanedioate",1.132044015,0.773366566,"Not Specific","Not Specific"
"1238","M1351","2-hydroxyisobutyrate",1.006002001,0.870215417,"Not Specific","Not Specific"
"1239","M1354","glycolate (hydroxyacetate)",1.008336112,0.930033826,"Not Specific","Not Specific"
"1240","M1355","lactate",1.629209737,0.863094178,"Not Specific","Not Specific"
"1241","M1360","4-methyl-2-oxopentanoate",1.265088363,0.930033826,"Not Specific","Not Specific"
"1242","M1361","pyruvate",1.304768256,0.982730995,"Not Specific","Not Specific"
"1243","M1374","carnosine",1.120373458,0.985579491,"Not Specific","Not Specific"
"1244","M1375","histamine",1.337445815,0.987003739,"Not Specific","Not Specific"
"1245","M1376","thiamine",1.269756586,1.082428343,"Not Specific","Not Specific"
"1246","M1382","1,6-anhydroglucose",1.412137379,1.026882678,"Not Specific","Not Specific"
"1247","M1384","3-phenylpropionate (hydrocinnamate)",1.694564855,0.999821969,"Not Specific","Not Specific"
"1248","M1386","putrescine",1.475158386,1.085276838,"Not Specific","Not Specific"
"1249","M1387","alpha-tocopherol",1.367789263,0.99270073,"Not Specific","Not Specific"
"1250","M1391","guanosine",1.421473825,1.105216308,"Not Specific","Not Specific"
"1251","M1396","cytosine",1.440146716,0.910094356,"Not Specific","Not Specific"
"1252","M1397","xanthosine",1.15771924,0.97276126,"Not Specific","Not Specific"
"1253","M1406","thymine",1.169389797,0.957094534,"Not Specific","Not Specific"
"1254","M1407","UMP",1.178726242,0.941427808,"Not Specific","Not Specific"
"1255","M1414","5-methyluridine (ribothymidine)",1.232410804,0.948549048,"Not Specific","Not Specific"
"1256","M1425","cortisone",1.087695899,0.989852234,"Not Specific","Not Specific"
"1257","M1462","(R)-3-Hydroxybutyric acid",1.251083695,1.006943208,"Not Specific","Not Specific"
"1258","M1478","(3-Carboxypropyl)trimethylammonium chloride",1.405135045,0.984155243,"Not Specific","Not Specific"
"1259","M1482","D-(−)-Fructose",1.293097699,0.928609578,"Not Specific","Not Specific"
"1260","N1114","Puerarin",1.295431811,0.968488517,"Not Specific","Not Specific"
"1261","N1115","Neohesperidin",1.377125709,1.061064625,"Not Specific","Not Specific"
"1262","N1154","Cinobufagin",1.374791597,0.837457718,"Not Specific","Not Specific"
"1263","N1190","Schisandrol B",1.323441147,0.95994303,"Not Specific","Not Specific"
"1264","N1272","Geniposidic acid",1.101700567,0.945700552,"Not Specific","Not Specific"
"1265","N1274","Myricetrin",1.673557853,0.873063913,"Not Specific","Not Specific"
"1266","N1280","Oxysophocarpine",1.713237746,0.885882143,"Not Specific","Not Specific"
"1267","N1283","Wogonin",1.659553184,0.796154531,"Not Specific","Not Specific"
"1268","N1288","Isoliquiritigenin",2.065688563,0.878760904,"Not Specific","Not Specific"
"1269","N1289","Vindoline",1.479826609,0.893003383,"Not Specific","Not Specific"
"1270","N1304","5-Methoxypsoralen",1.255751917,0.83603347,"Not Specific","Not Specific"
"1271","N1305","8-Methoxypsoralen",1.262754251,0.949973295,"Not Specific","Not Specific"
"1272","N1308","Biochanin A",1.253417806,0.952821791,"Not Specific","Not Specific"
"1273","N1311","Nobiletin",1.349116372,0.797578779,"Not Specific","Not Specific"
"1274","N1314","Sweroside",1.293097699,0.999821969,"Not Specific","Not Specific"
"1275","N1315","Parthenolide",1.715571857,0.930033826,"Not Specific","Not Specific"
